2018-05-16	2018-05-31	0.2753875153
2018-05-16	2018-06-08	0.3247566806
2018-05-17	2018-05-16	0.1999066772
2018-05-17	2018-05-10	0.1750880952
2018-05-17	2018-05-30	0.200688576
2018-05-17	2018-05-29	0.1437073225
2018-05-17	2018-05-08	0.1438732358
2018-05-17	2018-05-09	0.108785803
2018-05-17	2018-06-07	0.2726804505
2018-05-17	2018-06-11	0.2327414351
2018-05-17	2018-06-05	0.1919650218
2018-05-17	2018-06-04	0.1925471346
2018-05-17	2018-05-22	0.1228343711
2018-05-17	2018-05-23	0.1296788777
2018-05-17	2018-05-24	0.2542323799
2018-05-17	2018-05-31	0.1790849517
2018-05-17	2018-06-08	0.2415596585
2018-05-22	2018-05-23	0.1194172001
2018-05-22	2018-05-24	0.294305968
2018-05-22	2018-05-31	0.2601800787
2018-05-22	2018-06-08	0.2309134873
2018-05-23	2018-05-24	0.2695813161
2018-05-23	2018-05-31	0.1520669193
2018-05-23	2018-06-08	0.1952692858
2018-05-24	2018-05-31	0.2002475684
2018-05-24	2018-06-08	0.2612362746
2018-05-29	2018-05-08	0.1899765037
2018-05-29	2018-05-09	0.1513228511
2018-05-29	2018-06-07	0.2115765351
2018-05-29	2018-06-11	0.1601547146
2018-05-29	2018-06-05	0.2099412052
2018-05-29	2018-06-04	0.2054874299
2018-05-29	2018-05-22	0.1443551739
2018-05-29	2018-05-23	0.1615152201
2018-05-29	2018-05-24	0.1871964493
2018-05-29	2018-05-31	0.1737824865
2018-05-29	2018-06-08	0.1689952721
2018-05-30	2018-05-29	0.1784388174
2018-05-30	2018-05-08	0.2445428805
2018-05-30	2018-05-09	0.2095658093
2018-05-30	2018-06-07	0.2162526359
2018-05-30	2018-06-11	0.181003472
2018-05-30	2018-06-05	0.1679807357
2018-05-30	2018-06-04	0.1675413609
2018-05-30	2018-05-22	0.2048327225
2018-05-30	2018-05-23	0.1770656616
2018-05-30	2018-05-24	0.2479317328
2018-05-30	2018-05-31	0.1743416689
2018-05-30	2018-06-08	0.2052323551
2018-05-31	2018-06-08	0.1817871956
2018-06-04	2018-05-22	0.224321233
2018-06-04	2018-05-23	0.1418804763
2018-06-04	2018-05-24	0.2915298206
2018-06-04	2018-05-31	0.1560506909
2018-06-04	2018-06-08	0.1767503415
2018-06-05	2018-06-04	0.1451108151
2018-06-05	2018-05-22	0.1978196467
2018-06-05	2018-05-23	0.08124573991
2018-06-05	2018-05-24	0.2665975419
2018-06-05	2018-05-31	0.1509914977
2018-06-05	2018-06-08	0.2036797762
2018-06-07	2018-06-11	0.1933433552
2018-06-07	2018-06-05	0.1975102061
2018-06-07	2018-06-04	0.2245451963
2018-06-07	2018-05-22	0.3094613544
2018-06-07	2018-05-23	0.2589443113
2018-06-07	2018-05-24	0.22666673
2018-06-07	2018-05-31	0.2119112593
2018-06-07	2018-06-08	0.1779080023
2018-06-11	2018-06-05	0.2056781417
2018-06-11	2018-06-04	0.199168253
2018-06-11	2018-05-22	0.235819063
2018-06-11	2018-05-23	0.2239557181
2018-06-11	2018-05-24	0.2411745491
2018-06-11	2018-05-31	0.2164861948
2018-06-11	2018-06-08	0.2352960493
