2018-05-07	2018-05-08	0.05908823974
2018-05-08	2018-05-09	0.08260328563
2018-05-10	2018-05-09	0.0667082077
2018-05-15	2018-05-16	0.1473272091
2018-05-17	2018-05-16	0.1667648455
2018-05-22	2018-05-23	0.05612807849
2018-05-23	2018-05-24	0.174079528
2018-05-30	2018-05-29	0.07000277802
2018-05-30	2018-05-31	0.08300033842
2018-06-05	2018-06-04	0.0824739883
2018-06-07	2018-06-08	0.09208704285
2018-05-07	2018-05-09	0.07317970431
2018-05-10	2018-05-08	0.06640902483
2018-05-15	2018-05-17	0.07788850661
2018-05-22	2018-05-24	0.171149524
2018-05-29	2018-05-31	0.09979102514
2018-06-07	2018-06-05	0.0936041068
2018-05-07	2018-05-10	0.06697273537
2018-06-05	2018-06-08	0.1034280345
2018-06-07	2018-06-04	0.1158348287
2018-06-11	2018-06-08	0.0965522059
2018-06-04	2018-05-31	0.07954680361
2018-06-04	2018-06-08	0.09370067091
2018-06-07	2018-06-11	0.08171202117
2018-05-15	2018-05-10	0.04759984857
2018-05-17	2018-05-22	0.05571464498
2018-05-29	2018-05-24	0.1672355599
2018-05-30	2018-06-04	0.1020439472
2018-06-05	2018-05-31	0.08495550433
2018-05-15	2018-05-09	0.07304936737
2018-05-16	2018-05-10	0.15540312
2018-05-16	2018-05-22	0.1279979567
2018-05-17	2018-05-23	0.07636360032
2018-05-29	2018-06-04	0.09815938391
2018-05-29	2018-05-23	0.1006302415
2018-05-30	2018-06-05	0.1022456301
2018-05-30	2018-05-24	0.1907929853
2018-06-11	2018-06-05	0.117701001
2018-05-15	2018-05-08	0.08514604816
2018-05-15	2018-05-22	0.06824687657
2018-05-16	2018-05-09	0.1499554406
2018-05-16	2018-05-23	0.1379232473
2018-05-17	2018-05-10	0.07604048468
2018-05-17	2018-05-24	0.1858859389
2018-05-24	2018-05-31	0.1410986248
2018-05-29	2018-06-05	0.1115575708
2018-05-29	2018-05-22	0.09017509691
2018-05-30	2018-05-23	0.08811107185
2018-06-07	2018-05-31	0.1177418525
2018-06-11	2018-06-04	0.0993169198
2018-05-15	2018-05-07	0.09373384582
2018-05-15	2018-05-23	0.05331090816
2018-05-16	2018-05-08	0.1580977704
2018-05-16	2018-05-24	0.2678885058
2018-05-17	2018-05-09	0.07808653631
2018-05-23	2018-05-31	0.07922752555
2018-05-30	2018-06-07	0.1656591502
2018-05-30	2018-05-22	0.08327205898
2018-05-31	2018-06-08	0.1070020765
2018-05-07	2018-05-16	0.1611364544
2018-05-15	2018-05-24	0.2226011435
2018-05-17	2018-05-08	0.08276113327
2018-05-22	2018-05-31	0.09420728792
2018-05-29	2018-06-07	0.1335639321
2018-05-30	2018-06-08	0.1511666964
2018-05-07	2018-05-17	0.06796137815
2018-05-29	2018-06-08	0.09340433286
2018-06-04	2018-05-24	0.179042237
2018-06-11	2018-05-31	0.1355955733
2018-05-10	2018-05-22	0.06290275111
2018-05-17	2018-05-29	0.07257523624
2018-05-30	2018-06-11	0.1396166109
2018-06-04	2018-05-23	0.1083084157
2018-06-05	2018-05-24	0.1423554334
2018-05-09	2018-05-22	0.05493122162
2018-05-10	2018-05-23	0.04598105321
2018-05-16	2018-05-29	0.1998596118
2018-05-17	2018-05-30	0.08702037336
2018-05-29	2018-06-11	0.09209284786
2018-06-04	2018-05-22	0.1080967965
2018-06-05	2018-05-23	0.06715914911
2018-05-08	2018-05-22	0.09240125922
2018-05-09	2018-05-23	0.05481807817
2018-05-10	2018-05-24	0.1754221907
2018-05-15	2018-05-29	0.1072636249
2018-05-16	2018-05-30	0.1871587507
2018-05-17	2018-05-31	0.07679073618
2018-06-05	2018-05-22	0.08847693308
2018-06-07	2018-05-24	0.124383632
2018-05-07	2018-05-22	0.07475764726
2018-05-08	2018-05-23	0.09535544995
2018-05-09	2018-05-24	0.1683138071
2018-05-15	2018-05-30	0.08955848845
2018-05-16	2018-05-31	0.2134361057
2018-05-24	2018-06-08	0.1245515606
2018-06-07	2018-05-23	0.1718834048
2018-05-07	2018-05-23	0.07406785158
2018-05-08	2018-05-24	0.1922193796
2018-05-15	2018-05-31	0.1043513924
2018-05-23	2018-06-08	0.146195551
2018-06-07	2018-05-22	0.1646127883
2018-05-07	2018-05-24	0.1766750004
2018-05-22	2018-06-08	0.1256725631
2018-05-17	2018-06-04	0.09938222993
2018-06-11	2018-05-24	0.1473891564
2018-05-10	2018-05-29	0.08855402732
2018-05-16	2018-06-04	0.1910425165
2018-05-17	2018-06-05	0.1054850208
2018-06-11	2018-05-23	0.1693410172
2018-05-10	2018-05-30	0.07553030987
2018-05-15	2018-06-04	0.1207007356
2018-05-16	2018-06-05	0.1467429146
2018-05-29	2018-05-09	0.1203912509
2018-06-11	2018-05-22	0.1475499527
2018-05-10	2018-05-31	0.09900374762
2018-05-15	2018-06-05	0.1106591223
2018-05-17	2018-06-07	0.1548404239
2018-05-29	2018-05-08	0.1097756983
2018-05-30	2018-05-09	0.1088984962
2018-05-07	2018-05-29	0.07446121302
2018-05-09	2018-05-31	0.0979073004
2018-05-16	2018-06-07	0.2277211769
2018-05-17	2018-06-08	0.1066878551
2018-05-30	2018-05-08	0.1235640146
2018-05-07	2018-05-30	0.113323145
2018-05-08	2018-05-31	0.1134959728
2018-05-15	2018-06-07	0.2352701367
2018-05-16	2018-06-08	0.2266195397
2018-05-07	2018-05-31	0.1250312509
2018-05-15	2018-06-08	0.1627031967
2018-05-10	2018-06-04	0.1167061306
2018-05-17	2018-06-11	0.1388623496
2018-05-09	2018-06-04	0.1213933611
2018-05-10	2018-06-05	0.09405377419
2018-05-16	2018-06-11	0.2359712413
2018-05-08	2018-06-04	0.1327029751
2018-05-09	2018-06-05	0.09814513905
2018-05-15	2018-06-11	0.2050014726
2018-05-07	2018-06-04	0.1378394985
2018-05-08	2018-06-05	0.1188807908
2018-05-10	2018-06-07	0.1948194408
2018-05-07	2018-06-05	0.09593581965
2018-05-09	2018-06-07	0.1948531787
2018-05-10	2018-06-08	0.1555924867
2018-05-08	2018-06-07	0.1832939734
2018-05-09	2018-06-08	0.1501425158
2018-05-07	2018-06-07	0.1696289391
2018-05-08	2018-06-08	0.146252136
2018-05-07	2018-06-08	0.1228987401
2018-05-10	2018-06-11	0.1703589954
2018-05-09	2018-06-11	0.1910789305
2018-05-08	2018-06-11	0.1651530468
2018-05-07	2018-06-11	0.1455852029
